EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,Education,EducationField,MonthlyIncome,YearsAtCompany,OverTime,WorkLifeBalance,JobSatisfaction,EnvironmentSatisfaction,PerformanceRating,DistanceFromHome,BusinessTravel,NumCompaniesWorked,YearsSinceLastPromotion,Attrition
1212,42,Female,Single,Research & Development,Healthcare Representative,1,Technical Degree,11290,21,No,3,3,3,3,7,Non-Travel,3,1,No
1213,28,Female,Single,Research & Development,Manager,3,Other,8901,1,No,3,3,4,4,13,Travel_Rarely,9,6,No
1214,46,Female,Married,Research & Development,Manager,3,Human Resources,1009,10,Yes,3,1,3,3,24,Travel_Frequently,2,10,No
1215,26,Female,Married,Sales,Sales Executive,4,Marketing,1009,8,No,4,1,1,3,16,Travel_Frequently,8,3,No
1216,34,Female,Single,Research & Development,Healthcare Representative,1,Medical,9011,12,No,4,4,2,3,25,Non-Travel,5,5,No
1217,50,Female,Divorced,Sales,Sales Representative,2,Medical,6759,10,No,1,2,4,3,13,Travel_Rarely,7,12,Yes
1218,51,Male,Single,Research & Development,Healthcare Representative,3,Human Resources,1669,1,Yes,2,2,3,3,10,Non-Travel,6,9,Yes
1219,21,Female,Divorced,Research & Development,Healthcare Representative,4,Other,6305,3,No,4,2,4,3,12,Travel_Rarely,2,12,Yes
1220,40,Male,Divorced,Sales,Sales Executive,1,Human Resources,6385,10,Yes,3,1,3,3,25,Travel_Rarely,0,1,No
1221,18,Male,Married,Research & Development,Research Scientist,1,Technical Degree,6188,0,Yes,3,4,2,3,23,Travel_Rarely,0,9,No
1222,25,Female,Divorced,Sales,Manager,5,Human Resources,8843,7,No,1,1,1,3,16,Non-Travel,3,8,No
1223,40,Female,Single,Human Resources,Manager,3,Medical,3210,22,No,2,4,1,3,1,Travel_Rarely,1,15,Yes
1224,32,Male,Divorced,Sales,Manager,1,Marketing,2792,14,No,3,3,1,3,27,Non-Travel,0,9,No
1225,36,Male,Single,Research & Development,Manufacturing Director,1,Life Sciences,9842,8,Yes,3,3,3,4,29,Travel_Rarely,5,10,Yes
1226,28,Female,Married,Research & Development,Manufacturing Director,4,Other,8264,10,Yes,1,2,1,3,28,Non-Travel,6,15,No
1227,32,Female,Single,Research & Development,Laboratory Technician,3,Human Resources,3724,8,No,4,1,4,4,2,Non-Travel,5,0,No
1228,36,Male,Divorced,Research & Development,Manager,3,Human Resources,2876,18,Yes,4,2,4,3,5,Travel_Frequently,8,1,Yes
1229,32,Female,Married,Human Resources,Manager,2,Life Sciences,2307,14,Yes,3,3,2,3,18,Travel_Rarely,6,7,Yes
1230,54,Female,Married,Research & Development,Manager,1,Technical Degree,6623,20,Yes,4,1,4,3,2,Travel_Rarely,0,2,No
1231,30,Male,Married,Human Resources,Manager,4,Marketing,7248,3,Yes,4,3,4,3,23,Travel_Rarely,7,3,Yes
1232,35,Female,Married,Research & Development,Research Scientist,3,Other,5726,17,No,1,1,4,4,5,Travel_Frequently,6,3,Yes
1233,42,Female,Single,Sales,Sales Executive,2,Technical Degree,9151,21,Yes,4,1,1,4,25,Travel_Frequently,7,4,No
1234,32,Male,Divorced,Sales,Manager,5,Technical Degree,4484,14,Yes,2,2,3,3,17,Travel_Frequently,6,7,Yes
1235,34,Female,Married,Human Resources,Manager,2,Medical,1009,16,No,3,2,3,3,22,Travel_Rarely,2,5,No
1236,23,Male,Married,Research & Development,Healthcare Representative,3,Human Resources,11284,5,No,3,4,1,3,1,Travel_Rarely,0,1,Yes
1237,51,Female,Single,Research & Development,Laboratory Technician,3,Medical,5628,18,Yes,1,3,1,3,20,Travel_Frequently,8,7,No
1238,42,Female,Married,Research & Development,Laboratory Technician,1,Technical Degree,7589,24,No,1,1,2,3,20,Travel_Frequently,7,7,No
1239,60,Male,Married,Research & Development,Healthcare Representative,2,Marketing,10418,11,Yes,2,2,1,3,13,Non-Travel,4,8,Yes
1240,35,Male,Divorced,Research & Development,Healthcare Representative,3,Technical Degree,3155,9,Yes,2,3,3,3,16,Travel_Rarely,8,11,Yes
1241,22,Male,Single,Research & Development,Manager,2,Human Resources,7212,4,Yes,4,4,2,3,29,Non-Travel,5,10,Yes
1242,30,Female,Single,Sales,Manager,5,Other,1522,7,No,4,2,2,4,2,Travel_Rarely,5,12,No
1243,31,Female,Married,Human Resources,Manager,5,Other,2714,1,No,4,4,2,3,11,Travel_Rarely,1,5,No
1244,52,Male,Divorced,Research & Development,Manager,1,Medical,9585,34,Yes,4,1,4,3,21,Travel_Frequently,1,4,Yes
1245,36,Male,Single,Research & Development,Research Scientist,1,Life Sciences,11679,16,Yes,2,3,4,3,21,Travel_Rarely,5,0,Yes
1246,37,Male,Divorced,Sales,Sales Executive,5,Life Sciences,3485,4,No,1,3,3,3,20,Non-Travel,7,12,No
1247,50,Male,Single,Research & Development,Manufacturing Director,5,Medical,8386,25,No,2,3,3,3,1,Travel_Rarely,8,4,Yes
1248,27,Female,Single,Sales,Manager,5,Human Resources,5833,9,Yes,3,2,2,3,6,Non-Travel,9,8,Yes
1249,29,Male,Divorced,Sales,Manager,5,Technical Degree,1660,11,Yes,3,1,2,3,24,Travel_Rarely,5,11,Yes
1250,45,Female,Single,Research & Development,Research Scientist,5,Life Sciences,13182,20,No,4,3,3,3,23,Travel_Rarely,9,11,No
1251,24,Male,Single,Human Resources,Human Resources,3,Medical,8470,6,No,3,2,3,3,29,Travel_Rarely,7,11,No
1252,31,Male,Married,Research & Development,Research Scientist,5,Life Sciences,4795,8,Yes,3,1,1,3,28,Travel_Rarely,0,12,No
1253,31,Female,Married,Sales,Sales Executive,5,Human Resources,3476,9,No,4,2,3,4,5,Travel_Rarely,8,2,No
1254,37,Male,Married,Research & Development,Laboratory Technician,5,Medical,3591,10,Yes,2,4,1,4,8,Travel_Rarely,3,2,Yes
1255,39,Male,Married,Sales,Manager,5,Marketing,6324,21,No,1,1,3,4,4,Travel_Rarely,8,8,No
1256,34,Male,Married,Sales,Manager,4,Other,3323,16,Yes,3,4,2,4,17,Travel_Rarely,5,15,No
1257,31,Male,Single,Research & Development,Research Scientist,4,Medical,9143,4,No,2,2,3,3,20,Travel_Rarely,1,7,Yes
1258,41,Female,Single,Sales,Sales Executive,4,Technical Degree,3078,23,Yes,4,1,2,3,19,Travel_Rarely,2,1,No
1259,37,Female,Married,Sales,Sales Executive,2,Human Resources,9129,19,Yes,3,1,4,3,28,Travel_Rarely,3,13,No
1260,21,Female,Divorced,Research & Development,Laboratory Technician,2,Other,8401,3,No,1,2,2,3,4,Non-Travel,8,13,No
1261,31,Female,Single,Research & Development,Laboratory Technician,5,Human Resources,8497,13,Yes,1,4,1,3,29,Travel_Frequently,6,13,Yes
1262,30,Female,Married,Sales,Manager,2,Technical Degree,1009,12,Yes,4,2,2,3,28,Non-Travel,9,13,Yes
1263,22,Male,Single,Sales,Manager,5,Human Resources,6668,4,Yes,4,2,3,3,14,Travel_Rarely,2,13,No
1264,39,Female,Divorced,Sales,Manager,5,Marketing,3334,17,No,2,4,4,3,6,Travel_Rarely,8,15,Yes
1265,42,Female,Single,Sales,Sales Representative,2,Other,1009,14,No,2,1,4,3,26,Travel_Rarely,8,1,Yes
1266,36,Male,Divorced,Human Resources,Human Resources,2,Technical Degree,2261,18,Yes,1,3,1,3,20,Non-Travel,6,12,No
1267,31,Male,Married,Research & Development,Manager,2,Other,6665,13,Yes,2,3,2,3,20,Non-Travel,0,11,Yes
1268,29,Male,Married,Sales,Sales Executive,3,Technical Degree,5154,11,No,2,1,1,3,3,Travel_Rarely,8,11,Yes
1269,46,Male,Divorced,Research & Development,Laboratory Technician,4,Technical Degree,4480,0,No,2,4,1,3,17,Non-Travel,1,8,No
1270,44,Female,Divorced,Research & Development,Manager,4,Technical Degree,2546,26,Yes,3,4,1,3,16,Non-Travel,1,12,No
1271,41,Female,Divorced,Human Resources,Human Resources,4,Marketing,11545,23,Yes,3,2,4,3,22,Travel_Rarely,5,2,No
1272,18,Female,Married,Sales,Sales Representative,2,Human Resources,3710,0,Yes,4,2,2,3,28,Non-Travel,3,6,No
1273,42,Male,Single,Research & Development,Healthcare Representative,1,Life Sciences,5789,24,Yes,1,4,3,3,16,Travel_Frequently,9,8,Yes
1274,40,Female,Single,Human Resources,Manager,2,Human Resources,4386,3,No,4,1,4,3,28,Travel_Rarely,2,14,No
1275,37,Female,Divorced,Research & Development,Manufacturing Director,1,Life Sciences,5955,13,No,1,3,3,3,6,Travel_Rarely,3,8,No
1276,47,Male,Single,Research & Development,Healthcare Representative,4,Technical Degree,7390,26,No,3,4,2,3,19,Non-Travel,9,7,No
1277,40,Female,Single,Research & Development,Laboratory Technician,4,Medical,5058,9,No,1,2,2,3,29,Travel_Frequently,8,10,No
1278,32,Male,Divorced,Sales,Manager,4,Life Sciences,4986,10,Yes,2,3,1,3,15,Travel_Rarely,4,11,Yes
1279,40,Female,Single,Research & Development,Healthcare Representative,1,Technical Degree,5026,22,Yes,2,3,4,3,25,Travel_Rarely,1,12,No
1280,39,Male,Divorced,Research & Development,Laboratory Technician,3,Technical Degree,13763,21,No,1,1,2,3,11,Travel_Rarely,4,8,No
1281,44,Female,Married,Research & Development,Manufacturing Director,5,Human Resources,5358,26,Yes,2,1,2,3,22,Non-Travel,1,6,Yes
1282,47,Female,Single,Sales,Sales Executive,5,Life Sciences,5071,25,Yes,1,3,1,3,21,Travel_Frequently,6,9,Yes
1283,18,Male,Single,Research & Development,Manufacturing Director,2,Human Resources,2971,0,Yes,3,3,4,4,28,Travel_Rarely,4,14,Yes
1284,20,Female,Divorced,Human Resources,Human Resources,5,Technical Degree,5269,2,No,3,4,1,3,15,Travel_Rarely,6,8,Yes
1285,37,Male,Married,Sales,Manager,3,Marketing,12367,19,Yes,4,4,4,3,26,Non-Travel,3,0,No
1286,39,Female,Single,Sales,Manager,4,Medical,5733,21,No,2,3,2,3,17,Travel_Rarely,9,8,Yes
1287,44,Female,Single,Research & Development,Healthcare Representative,2,Life Sciences,1009,8,No,1,4,3,3,23,Travel_Rarely,3,10,Yes
1288,39,Male,Married,Sales,Manager,2,Life Sciences,9198,17,Yes,4,1,2,3,1,Travel_Rarely,5,13,Yes
1289,23,Female,Single,Research & Development,Healthcare Representative,1,Marketing,10503,5,Yes,3,4,4,3,6,Non-Travel,4,12,No
1290,40,Male,Single,Sales,Manager,4,Technical Degree,5046,2,Yes,4,1,2,3,16,Travel_Rarely,4,10,Yes
1291,42,Male,Divorced,Research & Development,Manager,3,Technical Degree,14447,19,Yes,3,1,2,4,4,Non-Travel,6,10,Yes
1292,38,Male,Single,Research & Development,Manager,4,Medical,7368,2,No,2,3,2,3,6,Travel_Rarely,9,10,No
1293,32,Male,Single,Human Resources,Human Resources,3,Other,3525,14,Yes,2,4,3,3,26,Travel_Frequently,3,0,No
1294,44,Female,Divorced,Research & Development,Laboratory Technician,1,Technical Degree,3503,26,No,4,2,3,3,11,Travel_Rarely,4,5,Yes
1295,37,Female,Married,Sales,Sales Representative,5,Marketing,4828,0,No,2,1,3,3,25,Travel_Rarely,5,2,No
1296,41,Male,Married,Research & Development,Manufacturing Director,5,Other,7667,23,Yes,3,3,3,3,4,Non-Travel,1,1,No
1297,46,Male,Single,Sales,Sales Executive,1,Technical Degree,4714,6,Yes,4,4,3,3,2,Travel_Rarely,9,2,Yes
1298,34,Male,Single,Human Resources,Manager,4,Other,3074,16,No,3,1,3,3,17,Non-Travel,1,9,Yes
1299,33,Male,Single,Sales,Manager,1,Other,7820,15,No,2,2,2,3,19,Travel_Rarely,2,13,No
1300,43,Female,Divorced,Research & Development,Manager,4,Other,3272,25,Yes,2,2,3,3,22,Non-Travel,9,14,No
1301,44,Female,Married,Human Resources,Manager,4,Other,11244,20,Yes,2,4,3,3,12,Travel_Frequently,7,12,Yes
1302,40,Male,Married,Sales,Sales Representative,5,Medical,13068,0,No,2,2,1,4,25,Travel_Frequently,4,4,Yes
1303,30,Male,Divorced,Research & Development,Laboratory Technician,3,Marketing,2143,12,Yes,3,3,4,3,19,Travel_Frequently,1,10,No
1304,20,Male,Married,Sales,Manager,5,Other,11736,2,No,1,1,3,4,12,Travel_Frequently,6,13,No
1305,42,Male,Married,Sales,Sales Executive,4,Life Sciences,6305,24,Yes,3,2,2,3,5,Non-Travel,6,14,No
1306,39,Male,Married,Research & Development,Research Scientist,4,Marketing,2560,9,Yes,3,1,1,3,18,Travel_Rarely,1,12,Yes
1307,59,Male,Single,Research & Development,Laboratory Technician,4,Human Resources,6952,31,No,2,2,3,3,25,Travel_Rarely,9,2,Yes
1308,37,Female,Married,Research & Development,Healthcare Representative,2,Marketing,9040,19,Yes,3,2,4,4,20,Non-Travel,0,7,Yes
1309,41,Male,Divorced,Research & Development,Research Scientist,1,Medical,7283,9,No,1,3,1,3,10,Travel_Rarely,0,10,Yes
1310,29,Female,Divorced,Research & Development,Laboratory Technician,5,Technical Degree,8150,9,Yes,4,1,1,3,10,Non-Travel,9,8,Yes
1311,53,Male,Married,Research & Development,Research Scientist,4,Other,11208,23,Yes,1,3,4,4,8,Travel_Frequently,8,3,No
1312,51,Male,Divorced,Research & Development,Manager,2,Medical,4710,29,Yes,1,2,3,4,11,Travel_Rarely,2,0,Yes
1313,28,Male,Single,Research & Development,Healthcare Representative,5,Marketing,6059,10,No,4,1,3,4,8,Non-Travel,6,4,Yes
1314,37,Male,Divorced,Research & Development,Manager,4,Medical,10329,9,No,3,3,2,3,7,Travel_Rarely,9,6,No
1315,21,Male,Divorced,Sales,Manager,4,Medical,11853,3,Yes,3,1,1,3,6,Travel_Rarely,2,0,No
1316,35,Female,Divorced,Research & Development,Manufacturing Director,3,Technical Degree,5005,17,No,2,2,2,3,1,Travel_Rarely,9,8,No
1317,27,Male,Single,Research & Development,Manager,2,Other,1009,9,Yes,4,2,4,3,23,Travel_Rarely,2,12,Yes
1318,44,Male,Single,Sales,Sales Executive,1,Technical Degree,6756,17,No,2,2,1,3,6,Travel_Frequently,7,15,No
1319,25,Female,Divorced,Research & Development,Laboratory Technician,4,Life Sciences,1967,7,No,4,1,4,3,15,Travel_Frequently,0,7,Yes
1320,33,Female,Single,Research & Development,Research Scientist,5,Other,12341,12,No,4,4,3,4,15,Non-Travel,4,1,No
1321,34,Female,Divorced,Human Resources,Manager,1,Other,1238,7,Yes,2,4,4,3,1,Non-Travel,9,6,No
1322,34,Male,Single,Sales,Sales Representative,1,Life Sciences,5545,16,No,1,4,2,3,13,Travel_Rarely,0,5,No
1323,18,Male,Divorced,Research & Development,Laboratory Technician,2,Medical,6309,0,No,3,3,4,3,10,Travel_Rarely,1,4,No
1324,34,Male,Married,Sales,Sales Representative,4,Technical Degree,8936,16,Yes,4,2,4,3,15,Travel_Rarely,1,0,Yes
1325,53,Male,Single,Research & Development,Manager,1,Medical,10442,3,No,1,2,3,4,11,Travel_Frequently,0,3,Yes
1326,34,Female,Divorced,Sales,Manager,5,Other,2627,16,Yes,4,3,1,4,25,Non-Travel,5,12,No
1327,60,Male,Single,Research & Development,Manager,3,Technical Degree,6707,7,No,3,4,2,3,20,Non-Travel,9,2,No
1328,37,Female,Married,Research & Development,Healthcare Representative,5,Marketing,6415,19,No,2,4,4,3,16,Travel_Frequently,9,7,No
1329,38,Male,Divorced,Human Resources,Human Resources,1,Technical Degree,5994,7,Yes,4,4,3,3,18,Travel_Frequently,3,0,No
1330,31,Male,Divorced,Research & Development,Healthcare Representative,3,Marketing,4585,13,No,1,1,3,3,13,Travel_Rarely,9,0,No
1331,36,Female,Divorced,Sales,Sales Representative,4,Life Sciences,4598,8,No,2,4,3,4,15,Travel_Rarely,6,1,No
1332,30,Female,Single,Sales,Manager,5,Human Resources,6872,12,No,3,1,3,4,27,Non-Travel,6,5,No
1333,34,Male,Married,Research & Development,Manager,3,Other,11763,2,No,4,1,2,3,12,Travel_Rarely,4,6,No
1334,18,Male,Married,Sales,Sales Representative,2,Life Sciences,10320,0,Yes,4,2,4,3,24,Travel_Frequently,4,10,Yes
1335,48,Male,Single,Research & Development,Manager,2,Other,1009,29,No,1,1,1,3,22,Travel_Frequently,1,10,Yes
1336,33,Female,Married,Sales,Manager,1,Human Resources,5199,15,Yes,3,2,3,3,18,Travel_Rarely,7,3,Yes
1337,24,Male,Divorced,Sales,Sales Executive,5,Human Resources,3777,6,Yes,3,3,3,3,19,Non-Travel,1,9,No
1338,27,Male,Married,Sales,Sales Representative,2,Life Sciences,12632,3,Yes,4,1,4,3,6,Travel_Rarely,9,14,No
1339,45,Male,Single,Sales,Sales Executive,4,Human Resources,10950,5,No,1,4,4,3,16,Non-Travel,3,4,No
1340,43,Female,Divorced,Research & Development,Healthcare Representative,2,Other,2548,21,No,4,4,4,3,4,Travel_Rarely,7,5,No
1341,32,Male,Married,Sales,Manager,5,Life Sciences,8212,6,No,1,3,4,3,19,Travel_Rarely,9,7,No
1342,26,Male,Divorced,Human Resources,Manager,3,Medical,8995,8,No,4,3,2,3,6,Travel_Rarely,1,15,Yes
1343,34,Male,Married,Research & Development,Healthcare Representative,4,Medical,5188,16,Yes,1,4,1,3,3,Non-Travel,2,0,No
1344,43,Female,Divorced,Research & Development,Manufacturing Director,4,Human Resources,8054,25,Yes,2,3,3,3,14,Travel_Rarely,5,2,No
1345,33,Female,Single,Research & Development,Manager,2,Marketing,10557,15,Yes,1,3,3,3,28,Non-Travel,6,12,No
1346,27,Female,Single,Research & Development,Manufacturing Director,4,Human Resources,8655,9,No,2,2,3,3,27,Travel_Rarely,4,4,Yes
1347,42,Male,Married,Sales,Sales Executive,4,Other,5416,8,Yes,2,4,4,4,20,Non-Travel,8,13,No
1348,39,Male,Divorced,Research & Development,Healthcare Representative,2,Technical Degree,2121,0,No,2,3,3,3,2,Travel_Frequently,9,15,No
1349,45,Male,Divorced,Sales,Sales Representative,2,Other,5852,27,No,4,1,1,3,8,Travel_Rarely,1,9,No
1350,32,Female,Married,Human Resources,Human Resources,4,Human Resources,10171,14,No,4,3,3,4,10,Non-Travel,9,9,No
1351,30,Female,Divorced,Research & Development,Research Scientist,5,Medical,1570,3,No,1,3,2,3,17,Non-Travel,4,8,Yes
1352,22,Male,Single,Sales,Sales Representative,1,Human Resources,8621,4,Yes,4,3,3,3,26,Travel_Rarely,7,5,No
1353,25,Male,Single,Research & Development,Healthcare Representative,2,Human Resources,12641,7,No,4,2,2,3,7,Travel_Rarely,5,1,No
1354,18,Male,Married,Research & Development,Research Scientist,2,Technical Degree,12437,0,No,4,2,4,3,16,Non-Travel,8,13,Yes
1355,38,Female,Divorced,Human Resources,Manager,3,Human Resources,6161,2,Yes,3,4,3,3,11,Non-Travel,1,8,No
1356,32,Male,Divorced,Research & Development,Laboratory Technician,5,Marketing,7896,11,No,1,1,1,3,14,Non-Travel,1,14,Yes
1357,36,Male,Divorced,Research & Development,Healthcare Representative,1,Life Sciences,10361,5,Yes,2,1,1,3,3,Travel_Frequently,2,12,No
1358,38,Male,Single,Research & Development,Manager,1,Other,7026,16,No,4,1,3,3,25,Travel_Rarely,5,8,Yes
1359,33,Female,Single,Sales,Sales Executive,4,Marketing,6300,15,No,2,4,2,3,20,Travel_Rarely,7,3,Yes
1360,39,Male,Married,Research & Development,Laboratory Technician,4,Other,1009,6,Yes,1,1,3,3,25,Travel_Rarely,7,4,No
1361,24,Female,Divorced,Sales,Sales Executive,3,Medical,9101,6,No,1,4,4,3,28,Travel_Rarely,1,7,Yes
1362,38,Male,Married,Human Resources,Manager,5,Human Resources,5856,20,No,4,1,1,3,12,Travel_Rarely,5,2,No
1363,37,Male,Single,Research & Development,Healthcare Representative,2,Human Resources,7716,19,Yes,3,4,3,4,16,Non-Travel,7,6,Yes
1364,32,Male,Single,Sales,Manager,4,Technical Degree,3775,14,No,4,4,1,4,2,Travel_Rarely,5,1,No
1365,38,Female,Divorced,Sales,Manager,5,Medical,3075,20,Yes,1,1,4,3,21,Non-Travel,9,1,Yes
1366,40,Male,Single,Research & Development,Research Scientist,1,Marketing,1009,22,Yes,1,1,2,3,3,Travel_Frequently,6,10,No
1367,46,Female,Divorced,Human Resources,Manager,1,Other,8154,28,Yes,3,2,2,3,11,Non-Travel,4,4,No
1368,39,Male,Divorced,Sales,Sales Representative,4,Medical,9939,2,Yes,1,4,1,3,29,Travel_Rarely,0,0,Yes
1369,51,Female,Married,Sales,Manager,4,Other,10050,8,Yes,2,3,4,3,8,Travel_Frequently,9,1,No
1370,20,Male,Married,Research & Development,Manager,3,Marketing,2021,0,Yes,2,1,1,4,20,Travel_Rarely,8,7,Yes
1371,31,Female,Single,Research & Development,Laboratory Technician,1,Medical,6591,9,No,4,2,1,3,2,Travel_Rarely,4,6,No
1372,41,Male,Single,Sales,Sales Representative,1,Other,3959,23,Yes,2,1,1,3,3,Travel_Frequently,7,10,Yes
1373,38,Male,Single,Research & Development,Healthcare Representative,1,Marketing,3856,6,Yes,4,2,2,3,3,Travel_Rarely,7,1,No
1374,31,Female,Married,Sales,Manager,2,Technical Degree,1576,8,No,2,3,2,4,11,Non-Travel,9,1,Yes
1375,28,Female,Married,Sales,Sales Representative,4,Medical,1769,10,No,2,2,2,3,3,Travel_Rarely,8,15,No
1376,28,Female,Divorced,Sales,Sales Representative,3,Life Sciences,10187,10,Yes,2,3,2,3,29,Travel_Frequently,2,0,Yes
1377,28,Male,Married,Sales,Sales Representative,4,Human Resources,15713,10,Yes,4,4,1,3,23,Travel_Rarely,3,4,No
1378,41,Male,Married,Sales,Sales Executive,4,Other,7146,10,No,1,4,2,3,28,Travel_Rarely,2,11,No
1379,29,Male,Married,Research & Development,Research Scientist,4,Other,8951,11,Yes,3,4,2,3,26,Travel_Rarely,9,10,No
1380,31,Female,Married,Sales,Manager,1,Life Sciences,6927,13,No,1,3,1,3,18,Travel_Rarely,3,4,No
1381,60,Female,Single,Sales,Sales Executive,5,Other,6163,14,No,3,3,4,3,9,Non-Travel,5,11,No
1382,47,Female,Divorced,Research & Development,Research Scientist,5,Other,4038,18,No,3,1,4,3,3,Non-Travel,2,9,No
1383,36,Female,Single,Sales,Sales Executive,1,Other,12697,18,Yes,2,1,2,3,16,Travel_Rarely,7,0,Yes
1384,31,Female,Married,Sales,Sales Executive,4,Human Resources,12843,13,No,4,4,2,3,29,Travel_Rarely,2,8,No
1385,43,Male,Married,Research & Development,Healthcare Representative,2,Marketing,4531,25,Yes,2,3,2,3,27,Travel_Rarely,2,5,Yes
1386,42,Male,Married,Sales,Sales Representative,4,Marketing,9903,11,Yes,1,3,2,4,12,Travel_Rarely,2,9,Yes
1387,42,Male,Single,Sales,Sales Representative,4,Marketing,1009,0,No,3,4,2,4,26,Travel_Rarely,7,10,No
1388,30,Male,Married,Research & Development,Research Scientist,5,Life Sciences,5633,1,No,2,4,3,3,2,Travel_Rarely,3,7,No
1389,36,Male,Married,Research & Development,Laboratory Technician,1,Human Resources,8672,5,No,2,4,1,3,22,Travel_Rarely,2,13,No
1390,38,Female,Married,Research & Development,Healthcare Representative,3,Marketing,1826,20,Yes,2,4,4,3,26,Travel_Rarely,2,13,No
1391,40,Male,Married,Research & Development,Manager,2,Medical,8637,22,No,1,4,4,3,21,Travel_Frequently,6,5,No
1392,42,Male,Married,Research & Development,Laboratory Technician,2,Technical Degree,10282,24,No,1,3,3,3,16,Travel_Rarely,7,7,Yes
1393,44,Female,Divorced,Sales,Sales Representative,4,Life Sciences,8107,18,No,2,4,2,4,1,Non-Travel,4,15,No
1394,36,Female,Divorced,Sales,Manager,5,Technical Degree,1009,18,No,4,1,1,3,28,Non-Travel,9,1,Yes
1395,40,Female,Married,Research & Development,Laboratory Technician,2,Life Sciences,7226,22,No,3,1,1,3,17,Non-Travel,2,3,No
1396,39,Female,Divorced,Sales,Sales Representative,3,Marketing,2031,21,Yes,3,2,3,3,12,Travel_Rarely,6,10,No
1397,27,Male,Single,Sales,Sales Executive,5,Medical,10186,9,Yes,4,4,1,4,27,Non-Travel,0,15,Yes
1398,36,Female,Married,Research & Development,Laboratory Technician,5,Human Resources,8885,11,No,1,1,2,3,23,Non-Travel,2,6,Yes
1399,37,Male,Married,Sales,Manager,1,Life Sciences,6604,19,Yes,2,1,1,3,16,Non-Travel,4,1,Yes
1400,45,Male,Divorced,Research & Development,Research Scientist,5,Medical,4693,12,Yes,3,1,3,3,19,Travel_Rarely,2,7,No
1401,37,Male,Divorced,Sales,Manager,5,Medical,4882,12,No,2,1,1,4,7,Travel_Frequently,7,11,No
1402,33,Male,Married,Sales,Manager,2,Marketing,5417,15,Yes,2,4,3,3,4,Travel_Rarely,8,4,No
1403,38,Male,Married,Research & Development,Healthcare Representative,1,Marketing,4824,7,No,3,4,3,3,22,Travel_Frequently,7,7,No
1404,48,Male,Divorced,Sales,Sales Representative,1,Technical Degree,3368,23,Yes,1,4,4,3,15,Travel_Rarely,1,3,Yes
1405,35,Male,Married,Research & Development,Manager,2,Life Sciences,4960,12,No,2,4,4,3,24,Travel_Rarely,9,8,No
1406,50,Female,Divorced,Research & Development,Manufacturing Director,4,Other,7187,25,No,3,2,1,3,4,Non-Travel,7,7,No
1407,46,Male,Divorced,Sales,Sales Executive,1,Technical Degree,1300,1,Yes,4,3,1,3,25,Non-Travel,8,15,No
1408,39,Female,Married,Sales,Manager,4,Human Resources,9613,21,No,1,1,1,4,13,Travel_Rarely,6,14,No
1409,37,Female,Married,Sales,Manager,2,Technical Degree,10229,8,No,4,4,4,3,22,Travel_Rarely,8,15,No
1410,32,Male,Married,Research & Development,Manager,4,Marketing,11432,14,No,3,3,1,3,19,Non-Travel,5,11,No
1411,57,Female,Married,Research & Development,Healthcare Representative,1,Technical Degree,5230,22,No,3,1,2,3,8,Travel_Rarely,9,2,No
1412,32,Male,Single,Sales,Sales Representative,3,Medical,11586,14,No,1,4,4,3,19,Travel_Rarely,6,8,Yes
1413,51,Female,Married,Research & Development,Research Scientist,4,Human Resources,4669,20,Yes,4,1,2,3,11,Travel_Rarely,5,5,No
1414,33,Male,Single,Research & Development,Manufacturing Director,4,Other,5513,15,Yes,3,3,4,3,26,Non-Travel,1,3,No
1415,24,Female,Married,Sales,Manager,4,Medical,3284,4,No,3,4,3,3,7,Travel_Rarely,4,14,No
1416,27,Male,Single,Research & Development,Research Scientist,5,Technical Degree,3812,9,No,4,1,3,3,15,Non-Travel,2,9,No
1417,36,Male,Married,Research & Development,Research Scientist,4,Marketing,7319,10,No,2,4,2,3,7,Non-Travel,4,14,No
1418,50,Male,Married,Human Resources,Manager,2,Medical,3005,8,Yes,3,3,2,3,21,Travel_Frequently,7,0,Yes
1419,45,Female,Married,Research & Development,Healthcare Representative,1,Technical Degree,5751,5,No,2,2,1,3,17,Travel_Rarely,9,8,No
1420,36,Male,Divorced,Sales,Manager,3,Marketing,8861,18,Yes,4,2,2,3,7,Travel_Frequently,7,13,Yes
1421,26,Female,Divorced,Research & Development,Manufacturing Director,1,Marketing,7838,8,No,2,3,2,4,12,Travel_Rarely,5,9,Yes
1422,38,Male,Divorced,Human Resources,Human Resources,2,Marketing,8223,20,No,3,1,2,3,28,Travel_Rarely,0,12,No
1423,39,Male,Single,Human Resources,Manager,2,Marketing,15093,10,No,3,4,3,3,28,Non-Travel,7,15,No
1424,31,Female,Divorced,Human Resources,Manager,1,Medical,4641,13,Yes,3,4,3,3,15,Travel_Rarely,0,5,No
1425,31,Male,Divorced,Research & Development,Laboratory Technician,4,Medical,4555,13,No,1,1,2,3,28,Travel_Rarely,6,10,No
1426,31,Female,Divorced,Research & Development,Laboratory Technician,2,Other,10661,13,No,2,1,2,3,13,Travel_Frequently,9,7,Yes
1427,49,Male,Single,Sales,Manager,1,Technical Degree,4502,16,Yes,1,4,3,3,5,Non-Travel,5,5,No
1428,29,Female,Married,Sales,Manager,4,Other,8149,7,Yes,2,2,3,4,10,Travel_Rarely,6,4,Yes
